dataset,window_id,seed,policy,loss,rmse,missed_vio,max_age,jain_payload
keti,11,50447,CAW-VoU,0.007719208003690867,0.22037784007457423,0.06276150627615062,32.0,0.9062509915913047
keti,11,50447,MaxWeight-AoI,0.011438217436398654,0.16843655138161825,0.15690376569037656,20.0,0.9965282623866004
keti,11,50447,MaxWeight-VoU,0.02626036175932168,0.44711542669086146,0.20920502092050208,239.0,0.27146828885773344
keti,11,50447,VoI+debt,0.014355498332694767,0.41930836036598773,0.03138075313807531,239.0,0.25681016072833535
keti,11,50447,VoI-greedy,0.01941817313752496,0.4923759994726078,0.03138075313807531,239.0,0.23285705550233377
keti,11,50447,Whittle-heuristic,0.01489335534442436,0.43090770018702973,0.02092050209205021,239.0,0.2636617507904636
keti,12,50464,AoII+debt,0.04544047101678439,0.3041135490249913,0.6589958158995816,239.0,0.7619181005735621
keti,12,50464,AoII-greedy,0.05121201857637625,0.27905817337729333,0.7740585774058577,239.0,0.7549696008458889
keti,12,50464,CAW-VoU,0.011950711642687434,0.27241057661724666,0.12552301255230125,81.0,0.9177538560411301
keti,12,50464,MaxWeight-AoI,0.047200380070828885,0.26673612012270453,0.6171548117154811,30.0,0.9922869799357237
keti,12,50464,MaxWeight-VoU,0.062086727828616795,0.46023572571365373,0.8158995815899581,239.0,0.29376430353056127
keti,12,50464,VoI+debt,0.09928413557877688,0.45003663760989465,1.4330543933054394,239.0,0.24760934587541716
keti,12,50464,VoI-greedy,0.11304257049376612,0.5091090061290023,1.5794979079497908,239.0,0.22624418259233584
keti,12,50464,Whittle-heuristic,0.12157542781367217,0.46981697654703625,1.7677824267782427,239.0,0.2542383442750639
keti,13,50481,AoII+debt,0.051945993192726955,0.27634207171520436,0.7845188284518828,239.0,0.7723750929619357
keti,13,50481,AoII-greedy,0.06553889563601911,0.27204301374591255,1.0146443514644352,239.0,0.7964445064138309
keti,13,50481,CAW-VoU,0.01816682582782358,0.2731167206896363,0.20920502092050208,39.0,0.9198228663446045
keti,13,50481,MaxWeight-AoI,0.029869134215552057,0.19022698833732968,0.46025104602510464,18.0,0.9954862321366318
keti,13,50481,MaxWeight-VoU,0.032804523456157066,0.47746662108344956,0.2928870292887029,239.0,0.3163546743464775
keti,13,50481,VoI+debt,0.10391796803731698,0.3949847981539675,1.5585774058577406,239.0,0.25427795584045576
keti,13,50481,VoI-greedy,0.11529890071583676,0.45024127568428496,1.6841004184100419,239.0,0.23124506608910383
keti,13,50481,Whittle-heuristic,0.12824644469317084,0.4124335379821744,1.9456066945606694,239.0,0.2677024018746338
keti,14,50498,AoII+debt,0.024705171456081153,0.14806141048934587,0.38702928870292885,239.0,0.7756789788158603
keti,14,50498,AoII-greedy,0.031773565946560056,0.15380798188483308,0.502092050209205,239.0,0.7482937053776113
keti,14,50498,CAW-VoU,0.005167023078484705,0.16999588537663768,0.05230125523012552,77.0,0.9295524816924319
keti,14,50498,MaxWeight-AoI,0.014596433698651002,0.14625491264201773,0.21966527196652721,12.0,0.9930632823365775
keti,14,50498,MaxWeight-VoU,0.026925960440007366,0.3792822293605986,0.2615062761506276,239.0,0.26597597317936295
keti,14,50498,VoI+debt,0.016080192269423314,0.2850175045626412,0.17782426778242677,239.0,0.24716470868220067
keti,14,50498,VoI-greedy,0.048398397765601786,0.3434350079145771,0.6589958158995816,239.0,0.22608299855534222
keti,14,50498,Whittle-heuristic,0.04956216419411385,0.33803706491672997,0.6485355648535565,239.0,0.2743036880522473
keti,15,50515,AoII+debt,0.0126805905973233,0.1479641675683379,0.18828451882845187,236.0,0.7322735722069093
keti,15,50515,AoII-greedy,0.010908645251739898,0.14915710047888137,0.15690376569037656,239.0,0.7138786477535457
keti,15,50515,CAW-VoU,0.004000401677241271,0.17268028105922256,0.03138075313807531,32.0,0.9707026935168652
keti,15,50515,MaxWeight-AoI,0.02657710031598805,0.15019259088502307,0.41841004184100417,21.0,0.9956597524838755
keti,15,50515,MaxWeight-VoU,0.028769449189995758,0.41010224847227494,0.2510460251046025,239.0,0.2677651470760576
keti,15,50515,VoI+debt,0.02153141956641507,0.3067188451373645,0.2510460251046025,239.0,0.24343582859212848
