policy,channel,seed,start,horizon,b_probe,b_payload,metadata_noise,metadata_loss,rmse_mean,loss_mean,missed_violation_pct,metadata_seen_frac_mean,debt_changed_decision_pct,payload_success_pct,payload_fairness_jain,probe_fairness_jain,max_age,avg_age,max_payload_debt,window_id,variant
ablation_full,severe_burst,50600,23142,240,4,4,0.0,0.0,0.06335833228542874,0.0025362002859135287,0.04184100418410042,0.1333333333333333,99.581589958159,75.0,0.9624836766502369,0.9834882920110182,13.0,5.766666666666667,0.10822873082287308,20,Full (corr+debt)
ablation_vou_only,severe_burst,50600,23142,240,4,4,0.0,0.0,0.06416339992123828,0.005044652288702929,0.08368200836820083,0.1333333333333333,100.0,75.0,0.7343328673126672,0.2612425037588396,27.0,6.5,0.1197350069735007,20,VoU-only (R=I)
ablation_corr_nodebt,severe_burst,50600,23142,240,4,4,0.0,0.0,0.06293997225375947,0.005044188463040446,0.08368200836820083,0.1333333333333333,100.0,75.0,0.7334488957370308,0.2599274199970421,36.0,6.966666666666667,0.12078103207810321,20,+corr -debt
ablation_debt_nocorr,severe_burst,50600,23142,240,4,4,0.0,0.0,0.06657899450919874,0.00588908350069735,0.09762900976290098,0.1333333333333333,99.581589958159,75.0,0.9604203446826387,0.9885305124710656,16.0,6.233333333333333,0.1092747559274756,20,+debt -corr
ablation_full,severe_burst,50617,23364,240,4,4,0.0,0.0,0.06530715507071481,2.7207984658298425e-05,0.0,0.1333333333333333,100.0,64.9581589958159,0.9900082325923989,0.9998862194214684,17.0,7.466666666666667,0.10822873082287308,21,Full (corr+debt)
ablation_vou_only,severe_burst,50617,23364,240,4,4,0.0,0.0,0.0671602963210452,3.1943352859135346e-05,0.0,0.1333333333333333,99.581589958159,64.9581589958159,0.8281106157805075,0.22960908451411913,239.0,14.3,0.13333333333333333,21,VoU-only (R=I)
ablation_corr_nodebt,severe_burst,50617,23364,240,4,4,0.0,0.0,0.07116021977485866,3.5186647140864745e-05,0.0,0.1333333333333333,97.48953974895397,64.9581589958159,0.83546877285359,0.23148637832689983,239.0,15.6,0.13333333333333333,21,+corr -debt
ablation_debt_nocorr,severe_burst,50617,23364,240,4,4,0.0,0.0,0.06558209114963527,2.833020083682003e-05,0.0,0.1333333333333333,100.0,64.9581589958159,0.9898795598301696,0.9998862194214684,17.0,7.466666666666667,0.10718270571827057,21,+debt -corr
ablation_full,severe_burst,50634,24163,240,4,4,0.0,0.0,0.024403992407643113,3.305278940027893e-06,0.0,0.1333333333333333,95.81589958158996,66.73640167364016,0.9926534158792212,0.9998862194214684,22.0,7.066666666666666,0.10404463040446305,22,Full (corr+debt)
ablation_vou_only,severe_burst,50634,24163,240,4,4,0.0,0.0,0.024599478969529184,3.333845188284546e-06,0.0,0.1333333333333333,96.23430962343096,66.73640167364016,0.8297797388825328,0.35151655012730854,19.0,7.933333333333334,0.11136680613668061,22,VoU-only (R=I)
